fraction,x,y,ux,uy
0.0,-31.3019,0.0,-0.00970291288956157,-0.002831345644597874
0.0,-30.9831,0.0,-0.009713870443423612,-0.0025042647387844503
0.0,-30.6644,0.0,-0.009674379053821191,-0.0021916062265049463
0.0,-30.3456,0.0,-0.009555066072469774,-0.0019221375924656663
0.0,-30.0269,0.0,-0.009327016984193625,-0.0017317408655109908
0.0,-29.7081,0.0,-0.008966233467628747,-0.0015838241280656247
0.0,-29.3893,0.0,-0.008454360964155876,-0.0015416534843939833
0.0,-29.0706,0.0,-0.007835902903452926,-0.0015104498001160902
0.0,-28.7518,0.0,-0.007149339227595192,-0.0014055894039544784
0.0,-28.4331,0.0,-0.006427355493812734,-0.0011691481658145431
0.0,-28.1143,0.0,-0.0056930646110512975,-0.0007915662015456353
0.0,-27.7955,0.0,-0.004958212165503052,-0.0003256922274937815
0.0,-27.4768,0.0,-0.004230825436477847,0.00013013221660617989
0.0,-27.158,0.0,-0.0035304478970969474,0.0004614126952251148
0.0,-26.8393,0.0,-0.002894313830837469,0.0005701660782093649
0.0,-26.5205,0.0,-0.002356913903243313,0.00041449187511912865
0.0,-26.2017,0.0,-0.001918057086741306,3.646725399495468e-05
0.0,-25.883,0.0,-0.0015325670861515183,-0.0004486130962133275
0.0,-25.5642,0.0,-0.0011392878090303847,-0.0008974659150217809
0.0,-25.2455,0.0,-0.000706352367059816,-0.0011862044471030913
0.0,-24.9267,0.0,-0.0002503210788256774,-0.001239639500152607
0.0,-24.6079,0.0,0.00018358957223703245,-0.001053252582282418
0.0,-24.2892,0.0,0.0005702688626598342,-0.0007025831899017213
0.0,-23.9704,0.0,0.0009308754323921343,-0.00032476646619715227
0.0,-23.6517,0.0,0.0013235588765512407,-6.720538069930284e-05
0.0,-23.3329,0.0,0.0018136811923586045,-3.525699417005249e-05
0.0,-23.0141,0.0,0.00244801845777692,-0.0002447477393604569
0.0,-22.6954,0.0,0.0032171555059775283,-0.0005679689940520695
0.0,-22.3766,0.0,0.004053039022542504,-0.0007676640114884509
0.0,-22.0579,0.0,0.004861299788864877,-0.0006269640259696197
0.0,-21.7391,0.0,0.005570509136622466,-5.4454736287289714e-05
0.0,-21.4204,0.0,0.006159749555396813,0.0008658329445045072
0.0,-21.1016,0.0,0.006672294272719053,0.0018592741052902173
0.0,-20.7828,0.0,0.007197517905133354,0.0025532547985358312
0.0,-20.4641,0.0,0.00782976735543865,0.0026728156772767475
0.0,-20.1453,0.0,0.008633302073350826,0.002177740183527869
