fraction,x,y,ux,uy
0.0,-31.3019,0.0,-0.015570757765949305,-0.004063814139844849
0.0,-30.9831,0.0,-0.015930825826062468,-0.0037305896976648173
0.0,-30.6644,0.0,-0.016270073828250957,-0.0033792906389407914
0.0,-30.3456,0.0,-0.016520418255949895,-0.003041154894045278
0.0,-30.0269,0.0,-0.016580215636037912,-0.0027696839243966536
0.0,-29.7081,0.0,-0.01638611323334346,-0.002561737541739999
0.0,-29.3893,0.0,-0.01578260761818868,-0.002516019248158696
0.0,-29.0706,0.0,-0.014845280483690744,-0.0025743804622178016
0.0,-28.7518,0.0,-0.013681962611242987,-0.0026592526893688896
0.0,-28.4331,0.0,-0.012406695722924925,-0.002682943657837764
0.0,-28.1143,0.0,-0.011107572524945762,-0.002583555408289879
0.0,-27.7955,0.0,-0.009831451222820142,-0.0023653406034907644
0.0,-27.4768,0.0,-0.008601829993100368,-0.0020960481144991134
0.0,-27.158,0.0,-0.007453857851656743,-0.0018864268123734936
0.0,-26.8393,0.0,-0.006444914668158751,-0.001858712876444409
0.0,-26.5205,0.0,-0.005620378488828172,-0.002084147883979962
0.0,-26.2017,0.0,-0.0049637728736733906,-0.0025217552501765974
0.0,-25.883,0.0,-0.004378625174409872,-0.0030333475943565362
0.0,-25.5642,0.0,-0.0037392720048032603,-0.0034583849454822148
0.0,-25.2455,0.0,-0.002968395492405799,-0.0036720256538799873
0.0,-24.9267,0.0,-0.002081370398573095,-0.003619791890545428
0.0,-24.6079,0.0,-0.001165858575715185,-0.0033451731492275664
0.0,-24.2892,0.0,-0.0003024616300622336,-0.002977702324390656
0.0,-23.9704,0.0,0.0004989900190215505,-0.002670988388461746
0.0,-23.6517,0.0,0.001314329628029992,-0.002533292976633116
0.0,-23.3329,0.0,0.0022597191941847146,-0.0025953832668461803
0.0,-23.0141,0.0,0.0034203711195903816,-0.002800661082548911
0.0,-22.6954,0.0,0.004780908385008623,-0.0029703445858121446
0.0,-22.3766,0.0,0.006215168558782649,-0.0028334353104604486
0.0,-22.0579,0.0,0.007536298688523381,-0.0021468452965689925
0.0,-21.7391,0.0,0.00859094450523495,-0.0008496191890544708
0.0,-21.4204,0.0,0.009343435690921432,0.0008675761237650283
0.0,-21.1016,0.0,0.009908129134490677,0.002570563839868817
0.0,-20.7828,0.0,0.010503226876607914,0.0037410991828303033
0.0,-20.4641,0.0,0.011386994199361043,0.003996217028674973
0.0,-20.1453,0.0,0.012764728772461455,0.0032753234402940405
0.0,-19.8266,0.0,0.014738295588373675,0.001851612657721036
0.0,-19.5078,0.0,0.017296121781595637,0.00020108897950425254
0.0,-19.189,0.0,0.02032870385004363,-0.001180175538620424
0.0,-18.8703,0.0,0.02365795667092261,-0.0019381308671006672
0.0,-18.5515,0.0,0.02708569701729109,-0.0019738565859828065
0.0,-18.2328,0.0,0.030442201618764052,-0.0014234453290700307
0.0,-17.914,0.0,0.03360744166220756,-0.0005925861556762297
0.0,-17.5952,0.0,0.03649452276277639,0.0001854191831565943
0.0,-17.2765,0.0,0.03908472661358772,0.0006401779812196557
0.0,-16.9577,0.0,0.0414571581057379,0.0005813446523201869
0.0,-16.639,0.0,0.04381008558896346,-7.067569522793964e-05
0.0,-16.3202,0.0,0.046371457644699646,-0.0011952817448176371
0.0,-16.0014,0.0,0.049245812420536425,-0.0024354138295162105
0.0,-15.6827,0.0,0.05234990862882934,-0.0033265955093318205
0.0,-15.3639,0.0,0.055446574562569836,-0.0034793027174150996
0.0,-15.0452,0.0,0.05830881663337698,-0.0027238456703940414
0.0,-14.7264,0.0,0.06091963162879044,-0.0011884270738877426
0.0,-14.4077,0.0,0.06354747928814919,0.000749344751329169
0.0,-14.0889,0.0,0.06668167858329022,0.002600411744554115
0.0,-13.7701,0.0,0.0707898477619921,0.003939682298967044
0.0,-13.4514,0.0,0.07607750492722173,0.004566618859526388
0.0,-13.1326,0.0,0.08233479450667805,0.0045718036394916785
0.0,-12.8139,0.0,0.08898357134860367,0.0042456443803904394
0.0,-12.4951,0.0,0.09540005499078076,0.0039032184767918564
0.0,-12.1763,0.0,0.1012993380537111,0.003748853208005477
0.0,-11.8576,0.0,0.10688844021998856,0.003818474681545972
0.0,-11.5388,0.0,0.11269241691710248,0.004015118411789655
0.0,-11.2201,0.0,0.11924932284848383,0.004211218089665289
0.0,-10.9013,0.0,0.1268491580141326,0.004268899895093092
0.0,-10.5825,0.0,0.135369195207145,0.003996144204583428
